First root.player = true
parent: 0
current.player: false
parent.id = 0, parent.coordinate: {8 8}, parent.value = 0
child.id = 784, child.coordinate: {7 10}, child.value = 26244
child.id = 785, child.coordinate: {7 11}, child.value = 19924
child.id = 786, child.coordinate: {7 12}, child.value = 20655
child.id = 787, child.coordinate: {7 13}, child.value = 26244
child.id = 788, child.coordinate: {8 5}, child.value = 17820
child.id = 789, child.coordinate: {8 6}, child.value = 21870
child.id = 790, child.coordinate: {8 7}, child.value = 21870
child.id = 791, child.coordinate: {8 9}, child.value = 8973291
child.id = 792, child.coordinate: {8 10}, child.value = 4494365
child.id = 793, child.coordinate: {8 11}, child.value = 2261358
child.id = 794, child.coordinate: {8 12}, child.value = 1141614
child.id = 795, child.coordinate: {8 13}, child.value = 22194
child.id = 796, child.coordinate: {4 4}, child.value = 6692
child.id = 797, child.coordinate: {5 4}, child.value = 13766
child.id = 798, child.coordinate: {6 4}, child.value = 13766
child.id = 799, child.coordinate: {7 4}, child.value = 13766
child.id = 800, child.coordinate: {8 4}, child.value = 12092
child.id = 801, child.coordinate: {9 4}, child.value = 13766
child.id = 802, child.coordinate: {9 5}, child.value = 21866
child.id = 803, child.coordinate: {9 6}, child.value = 20409
child.id = 804, child.coordinate: {9 7}, child.value = 8973502
child.id = 805, child.coordinate: {9 8}, child.value = 8973341
child.id = 806, child.coordinate: {9 10}, child.value = 19845
child.id = 807, child.coordinate: {9 11}, child.value = 20088
child.id = 808, child.coordinate: {9 12}, child.value = 20655
child.id = 809, child.coordinate: {10 4}, child.value = 13766
child.id = 810, child.coordinate: {10 5}, child.value = 26244
child.id = 811, child.coordinate: {10 6}, child.value = 4500846
child.id = 812, child.coordinate: {10 7}, child.value = 26244
child.id = 813, child.coordinate: {10 8}, child.value = 4494447
child.id = 814, child.coordinate: {10 9}, child.value = 19845
child.id = 815, child.coordinate: {10 10}, child.value = 19845
child.id = 816, child.coordinate: {10 11}, child.value = 26244
child.id = 817, child.coordinate: {10 12}, child.value = 26244
child.id = 818, child.coordinate: {11 4}, child.value = 13766
child.id = 819, child.coordinate: {11 5}, child.value = 2261358
child.id = 820, child.coordinate: {11 6}, child.value = 26244
child.id = 821, child.coordinate: {11 7}, child.value = 20088
child.id = 822, child.coordinate: {11 8}, child.value = 2261358
child.id = 823, child.coordinate: {11 9}, child.value = 20088
child.id = 824, child.coordinate: {11 10}, child.value = 26244
child.id = 825, child.coordinate: {11 11}, child.value = 20088
child.id = 826, child.coordinate: {11 12}, child.value = 26244
child.id = 827, child.coordinate: {12 4}, child.value = 385556
child.id = 828, child.coordinate: {12 5}, child.value = 26244
child.id = 829, child.coordinate: {12 6}, child.value = 20655
child.id = 830, child.coordinate: {12 7}, child.value = 26244
child.id = 831, child.coordinate: {12 8}, child.value = 1141614
child.id = 832, child.coordinate: {12 9}, child.value = 20655
child.id = 833, child.coordinate: {12 10}, child.value = 26244
child.id = 834, child.coordinate: {12 11}, child.value = 26244
child.id = 835, child.coordinate: {12 12}, child.value = 20655

parent: 7
current.player: true
parent.id = 7, parent.coordinate: {4 10}, parent.value = 14094
child.id = 836, child.coordinate: {0 6}, child.value = 186
child.id = 837, child.coordinate: {0 7}, child.value = 244
child.id = 838, child.coordinate: {0 8}, child.value = 244
child.id = 839, child.coordinate: {0 9}, child.value = 244
child.id = 840, child.coordinate: {0 10}, child.value = 186
child.id = 841, child.coordinate: {0 11}, child.value = 244
child.id = 842, child.coordinate: {0 12}, child.value = 244
child.id = 843, child.coordinate: {0 13}, child.value = 244
child.id = 844, child.coordinate: {0 14}, child.value = 128
child.id = 845, child.coordinate: {1 6}, child.value = 7047
child.id = 846, child.coordinate: {1 7}, child.value = 6900
child.id = 847, child.coordinate: {1 8}, child.value = 7047
child.id = 848, child.coordinate: {1 9}, child.value = 7047
child.id = 849, child.coordinate: {1 10}, child.value = 6900
child.id = 850, child.coordinate: {1 11}, child.value = 7047
child.id = 851, child.coordinate: {1 12}, child.value = 7047
child.id = 852, child.coordinate: {1 13}, child.value = 6900
child.id = 853, child.coordinate: {1 14}, child.value = 2557
child.id = 854, child.coordinate: {2 6}, child.value = 7776
child.id = 855, child.coordinate: {2 7}, child.value = 7776
child.id = 856, child.coordinate: {2 8}, child.value = 7384
child.id = 857, child.coordinate: {2 9}, child.value = 7776
child.id = 858, child.coordinate: {2 10}, child.value = 7384
child.id = 859, child.coordinate: {2 11}, child.value = 7776
child.id = 860, child.coordinate: {2 12}, child.value = 7384
child.id = 861, child.coordinate: {2 13}, child.value = 7776
child.id = 862, child.coordinate: {2 14}, child.value = 3124
child.id = 863, child.coordinate: {3 6}, child.value = 9477
child.id = 864, child.coordinate: {3 7}, child.value = 9477
child.id = 865, child.coordinate: {3 8}, child.value = 9477
child.id = 866, child.coordinate: {3 9}, child.value = 8516
child.id = 867, child.coordinate: {3 10}, child.value = 8516
child.id = 868, child.coordinate: {3 11}, child.value = 8516
child.id = 869, child.coordinate: {3 12}, child.value = 9477
child.id = 870, child.coordinate: {3 13}, child.value = 9477
child.id = 871, child.coordinate: {3 14}, child.value = 4447
child.id = 872, child.coordinate: {4 6}, child.value = 9716
child.id = 873, child.coordinate: {4 7}, child.value = 8259
child.id = 874, child.coordinate: {4 8}, child.value = 6100
child.id = 875, child.coordinate: {4 9}, child.value = 7613
child.id = 876, child.coordinate: {4 11}, child.value = 7695
child.id = 877, child.coordinate: {4 12}, child.value = 6264
child.id = 878, child.coordinate: {4 13}, child.value = 8505
child.id = 879, child.coordinate: {4 14}, child.value = 6688
child.id = 880, child.coordinate: {5 6}, child.value = 26244
child.id = 881, child.coordinate: {5 7}, child.value = 26244
child.id = 882, child.coordinate: {5 8}, child.value = 21870
child.id = 883, child.coordinate: {5 9}, child.value = 15467
child.id = 884, child.coordinate: {5 10}, child.value = 19845
child.id = 885, child.coordinate: {5 11}, child.value = 15471
child.id = 886, child.coordinate: {5 12}, child.value = 26244
child.id = 887, child.coordinate: {5 13}, child.value = 21866
child.id = 888, child.coordinate: {5 14}, child.value = 13438
child.id = 889, child.coordinate: {6 6}, child.value = 19923
child.id = 890, child.coordinate: {6 7}, child.value = 26244
child.id = 891, child.coordinate: {6 8}, child.value = 15714
child.id = 892, child.coordinate: {6 9}, child.value = 20409
child.id = 893, child.coordinate: {6 10}, child.value = 15714
child.id = 894, child.coordinate: {6 11}, child.value = 26244
child.id = 895, child.coordinate: {6 12}, child.value = 14253
child.id = 896, child.coordinate: {6 13}, child.value = 26244
child.id = 897, child.coordinate: {6 14}, child.value = 13438
child.id = 898, child.coordinate: {7 6}, child.value = 26244
child.id = 899, child.coordinate: {7 7}, child.value = 14173
child.id = 900, child.coordinate: {7 8}, child.value = 21870
child.id = 901, child.coordinate: {7 9}, child.value = 15550
child.id = 902, child.coordinate: {7 10}, child.value = 20655
child.id = 903, child.coordinate: {7 11}, child.value = 19924
child.id = 904, child.coordinate: {7 12}, child.value = 26244
child.id = 905, child.coordinate: {7 13}, child.value = 20655
child.id = 906, child.coordinate: {7 14}, child.value = 13438
child.id = 907, child.coordinate: {8 6}, child.value = 17820
child.id = 908, child.coordinate: {8 7}, child.value = 21870
child.id = 909, child.coordinate: {8 9}, child.value = 8973341
child.id = 910, child.coordinate: {8 10}, child.value = 4490315
child.id = 911, child.coordinate: {8 11}, child.value = 2261358
child.id = 912, child.coordinate: {8 12}, child.value = 1141614
child.id = 913, child.coordinate: {8 13}, child.value = 26244
child.id = 914, child.coordinate: {8 14}, child.value = 12088
child.id = 915, child.coordinate: {4 4}, child.value = 6692
child.id = 916, child.coordinate: {4 5}, child.value = 14094
child.id = 917, child.coordinate: {5 4}, child.value = 13766
child.id = 918, child.coordinate: {5 5}, child.value = 20408
child.id = 919, child.coordinate: {6 4}, child.value = 13766
child.id = 920, child.coordinate: {6 5}, child.value = 26244
child.id = 921, child.coordinate: {7 4}, child.value = 13766
child.id = 922, child.coordinate: {7 5}, child.value = 26244
child.id = 923, child.coordinate: {8 4}, child.value = 12092
child.id = 924, child.coordinate: {8 5}, child.value = 21870
child.id = 925, child.coordinate: {9 4}, child.value = 13766
child.id = 926, child.coordinate: {9 5}, child.value = 21866
child.id = 927, child.coordinate: {9 6}, child.value = 20409
child.id = 928, child.coordinate: {9 7}, child.value = 8973502
child.id = 929, child.coordinate: {9 8}, child.value = 8973341
child.id = 930, child.coordinate: {9 10}, child.value = 19845
child.id = 931, child.coordinate: {9 11}, child.value = 20088
child.id = 932, child.coordinate: {9 12}, child.value = 20655
child.id = 933, child.coordinate: {10 4}, child.value = 13766
child.id = 934, child.coordinate: {10 5}, child.value = 26244
child.id = 935, child.coordinate: {10 6}, child.value = 4500846
child.id = 936, child.coordinate: {10 7}, child.value = 26244
child.id = 937, child.coordinate: {10 8}, child.value = 4494447
child.id = 938, child.coordinate: {10 9}, child.value = 19845
child.id = 939, child.coordinate: {10 10}, child.value = 19845
child.id = 940, child.coordinate: {10 11}, child.value = 26244
child.id = 941, child.coordinate: {10 12}, child.value = 26244
child.id = 942, child.coordinate: {11 4}, child.value = 13766
child.id = 943, child.coordinate: {11 5}, child.value = 2261358
child.id = 944, child.coordinate: {11 6}, child.value = 26244
child.id = 945, child.coordinate: {11 7}, child.value = 20088
child.id = 946, child.coordinate: {11 8}, child.value = 2261358
child.id = 947, child.coordinate: {11 9}, child.value = 20088
child.id = 948, child.coordinate: {11 10}, child.value = 26244
child.id = 949, child.coordinate: {11 11}, child.value = 20088
child.id = 950, child.coordinate: {11 12}, child.value = 26244
child.id = 951, child.coordinate: {12 4}, child.value = 385556
child.id = 952, child.coordinate: {12 5}, child.value = 26244
child.id = 953, child.coordinate: {12 6}, child.value = 20655
child.id = 954, child.coordinate: {12 7}, child.value = 26244
child.id = 955, child.coordinate: {12 8}, child.value = 1141614
child.id = 956, child.coordinate: {12 9}, child.value = 20655
child.id = 957, child.coordinate: {12 10}, child.value = 26244
child.id = 958, child.coordinate: {12 11}, child.value = 26244
child.id = 959, child.coordinate: {12 12}, child.value = 20655

parent: 8
current.player: true
parent.id = 8, parent.coordinate: {4 11}, parent.value = 14094
child.id = 960, child.coordinate: {0 7}, child.value = 186
child.id = 961, child.coordinate: {0 8}, child.value = 244
child.id = 962, child.coordinate: {0 9}, child.value = 244
child.id = 963, child.coordinate: {0 10}, child.value = 244
child.id = 964, child.coordinate: {0 11}, child.value = 186
child.id = 965, child.coordinate: {0 12}, child.value = 244
child.id = 966, child.coordinate: {0 13}, child.value = 244
child.id = 967, child.coordinate: {0 14}, child.value = 186
child.id = 968, child.coordinate: {0 15}, child.value = 111
child.id = 969, child.coordinate: {1 7}, child.value = 7047
child.id = 970, child.coordinate: {1 8}, child.value = 6900
child.id = 971, child.coordinate: {1 9}, child.value = 7047
child.id = 972, child.coordinate: {1 10}, child.value = 7047
child.id = 973, child.coordinate: {1 11}, child.value = 6900
child.id = 974, child.coordinate: {1 12}, child.value = 7047
child.id = 975, child.coordinate: {1 13}, child.value = 7047
child.id = 976, child.coordinate: {1 14}, child.value = 2410
child.id = 977, child.coordinate: {1 15}, child.value = 1065
child.id = 978, child.coordinate: {2 7}, child.value = 7776
child.id = 979, child.coordinate: {2 8}, child.value = 7776
child.id = 980, child.coordinate: {2 9}, child.value = 7384
child.id = 981, child.coordinate: {2 10}, child.value = 7776
child.id = 982, child.coordinate: {2 11}, child.value = 7384
child.id = 983, child.coordinate: {2 12}, child.value = 7776
child.id = 984, child.coordinate: {2 13}, child.value = 7384
child.id = 985, child.coordinate: {2 14}, child.value = 3124
child.id = 986, child.coordinate: {2 15}, child.value = 1578
child.id = 987, child.coordinate: {3 7}, child.value = 9477
child.id = 988, child.coordinate: {3 8}, child.value = 9477
child.id = 989, child.coordinate: {3 9}, child.value = 9477
child.id = 990, child.coordinate: {3 10}, child.value = 8516
child.id = 991, child.coordinate: {3 11}, child.value = 8516
child.id = 992, child.coordinate: {3 12}, child.value = 8516
child.id = 993, child.coordinate: {3 13}, child.value = 9477
child.id = 994, child.coordinate: {3 14}, child.value = 4447
child.id = 995, child.coordinate: {3 15}, child.value = 2775
child.id = 996, child.coordinate: {4 7}, child.value = 9716
child.id = 997, child.coordinate: {4 8}, child.value = 6585
child.id = 998, child.coordinate: {4 9}, child.value = 7774
child.id = 999, child.coordinate: {4 10}, child.value = 7613
child.id = 1000, child.coordinate: {4 12}, child.value = 6021
child.id = 1001, child.coordinate: {4 13}, child.value = 7938
child.id = 1002, child.coordinate: {4 14}, child.value = 6175
child.id = 1003, child.coordinate: {4 15}, child.value = 4035
child.id = 1004, child.coordinate: {5 7}, child.value = 26244
child.id = 1005, child.coordinate: {5 8}, child.value = 21870
child.id = 1006, child.coordinate: {5 9}, child.value = 21866
child.id = 1007, child.coordinate: {5 10}, child.value = 19845
child.id = 1008, child.coordinate: {5 11}, child.value = 15471
child.id = 1009, child.coordinate: {5 12}, child.value = 19845
child.id = 1010, child.coordinate: {5 13}, child.value = 21866
child.id = 1011, child.coordinate: {5 14}, child.value = 13438
child.id = 1012, child.coordinate: {5 15}, child.value = 8985
child.id = 1013, child.coordinate: {6 7}, child.value = 26244
child.id = 1014, child.coordinate: {6 8}, child.value = 21870
child.id = 1015, child.coordinate: {6 9}, child.value = 14253
child.id = 1016, child.coordinate: {6 10}, child.value = 21870
child.id = 1017, child.coordinate: {6 11}, child.value = 20088
child.id = 1018, child.coordinate: {6 12}, child.value = 20409
child.id = 1019, child.coordinate: {6 13}, child.value = 20088
child.id = 1020, child.coordinate: {6 14}, child.value = 13438
child.id = 1021, child.coordinate: {6 15}, child.value = 8985
child.id = 1022, child.coordinate: {7 7}, child.value = 19762
child.id = 1023, child.coordinate: {7 8}, child.value = 16281
child.id = 1024, child.coordinate: {7 9}, child.value = 15550
child.id = 1025, child.coordinate: {7 10}, child.value = 26244
child.id = 1026, child.coordinate: {7 11}, child.value = 14335
child.id = 1027, child.coordinate: {7 12}, child.value = 26244
child.id = 1028, child.coordinate: {7 13}, child.value = 26244
child.id = 1029, child.coordinate: {7 14}, child.value = 11575
child.id = 1030, child.coordinate: {7 15}, child.value = 8985
child.id = 1031, child.coordinate: {8 7}, child.value = 17820
child.id = 1032, child.coordinate: {8 9}, child.value = 8973341
child.id = 1033, child.coordinate: {8 10}, child.value = 4494365
child.id = 1034, child.coordinate: {8 11}, child.value = 2257308
child.id = 1035, child.coordinate: {8 12}, child.value = 1141614
child.id = 1036, child.coordinate: {8 13}, child.value = 26244
child.id = 1037, child.coordinate: {8 14}, child.value = 13438
child.id = 1038, child.coordinate: {8 15}, child.value = 8535
child.id = 1039, child.coordinate: {4 4}, child.value = 6692
child.id = 1040, child.coordinate: {4 5}, child.value = 14094
child.id = 1041, child.coordinate: {4 6}, child.value = 14094
child.id = 1042, child.coordinate: {5 4}, child.value = 13766
child.id = 1043, child.coordinate: {5 5}, child.value = 20408
child.id = 1044, child.coordinate: {5 6}, child.value = 26244
child.id = 1045, child.coordinate: {6 4}, child.value = 13766
child.id = 1046, child.coordinate: {6 5}, child.value = 26244
child.id = 1047, child.coordinate: {6 6}, child.value = 19923
child.id = 1048, child.coordinate: {7 4}, child.value = 13766
child.id = 1049, child.coordinate: {7 5}, child.value = 26244
child.id = 1050, child.coordinate: {7 6}, child.value = 26244
child.id = 1051, child.coordinate: {8 4}, child.value = 12092
child.id = 1052, child.coordinate: {8 5}, child.value = 21870
child.id = 1053, child.coordinate: {8 6}, child.value = 21870
child.id = 1054, child.coordinate: {9 4}, child.value = 13766
child.id = 1055, child.coordinate: {9 5}, child.value = 21866
child.id = 1056, child.coordinate: {9 6}, child.value = 20409
child.id = 1057, child.coordinate: {9 7}, child.value = 8973502
child.id = 1058, child.coordinate: {9 8}, child.value = 8973341
child.id = 1059, child.coordinate: {9 10}, child.value = 19845
child.id = 1060, child.coordinate: {9 11}, child.value = 20088
child.id = 1061, child.coordinate: {9 12}, child.value = 20655
child.id = 1062, child.coordinate: {10 4}, child.value = 13766
child.id = 1063, child.coordinate: {10 5}, child.value = 26244
child.id = 1064, child.coordinate: {10 6}, child.value = 4500846
child.id = 1065, child.coordinate: {10 7}, child.value = 26244
child.id = 1066, child.coordinate: {10 8}, child.value = 4494447
child.id = 1067, child.coordinate: {10 9}, child.value = 19845
child.id = 1068, child.coordinate: {10 10}, child.value = 19845
child.id = 1069, child.coordinate: {10 11}, child.value = 26244
child.id = 1070, child.coordinate: {10 12}, child.value = 26244
child.id = 1071, child.coordinate: {11 4}, child.value = 13766
child.id = 1072, child.coordinate: {11 5}, child.value = 2261358
child.id = 1073, child.coordinate: {11 6}, child.value = 26244
child.id = 1074, child.coordinate: {11 7}, child.value = 20088
child.id = 1075, child.coordinate: {11 8}, child.value = 2261358
child.id = 1076, child.coordinate: {11 9}, child.value = 20088
child.id = 1077, child.coordinate: {11 10}, child.value = 26244
child.id = 1078, child.coordinate: {11 11}, child.value = 20088
child.id = 1079, child.coordinate: {11 12}, child.value = 26244
child.id = 1080, child.coordinate: {12 4}, child.value = 385556
child.id = 1081, child.coordinate: {12 5}, child.value = 26244
child.id = 1082, child.coordinate: {12 6}, child.value = 20655
child.id = 1083, child.coordinate: {12 7}, child.value = 26244
child.id = 1084, child.coordinate: {12 8}, child.value = 1141614
child.id = 1085, child.coordinate: {12 9}, child.value = 20655
child.id = 1086, child.coordinate: {12 10}, child.value = 26244
child.id = 1087, child.coordinate: {12 11}, child.value = 26244
child.id = 1088, child.coordinate: {12 12}, child.value = 20655

parent: 9
current.player: true
parent.id = 9, parent.coordinate: {4 12}, parent.value = 12416
child.id = 1089, child.coordinate: {0 8}, child.value = 186
child.id = 1090, child.coordinate: {0 9}, child.value = 244
child.id = 1091, child.coordinate: {0 10}, child.value = 244
child.id = 1092, child.coordinate: {0 11}, child.value = 244
child.id = 1093, child.coordinate: {0 12}, child.value = 186
child.id = 1094, child.coordinate: {0 13}, child.value = 244
child.id = 1095, child.coordinate: {0 14}, child.value = 186
child.id = 1096, child.coordinate: {0 15}, child.value = 169
child.id = 1097, child.coordinate: {0 16}, child.value = 106
child.id = 1098, child.coordinate: {1 8}, child.value = 7047
child.id = 1099, child.coordinate: {1 9}, child.value = 6900
child.id = 1100, child.coordinate: {1 10}, child.value = 7047
child.id = 1101, child.coordinate: {1 11}, child.value = 7047
child.id = 1102, child.coordinate: {1 12}, child.value = 6900
child.id = 1103, child.coordinate: {1 13}, child.value = 7047
child.id = 1104, child.coordinate: {1 14}, child.value = 2557
child.id = 1105, child.coordinate: {1 15}, child.value = 918
child.id = 1106, child.coordinate: {1 16}, child.value = 569
child.id = 1107, child.coordinate: {2 8}, child.value = 7776
child.id = 1108, child.coordinate: {2 9}, child.value = 7776
child.id = 1109, child.coordinate: {2 10}, child.value = 7384
child.id = 1110, child.coordinate: {2 11}, child.value = 7776
child.id = 1111, child.coordinate: {2 12}, child.value = 7384
child.id = 1112, child.coordinate: {2 13}, child.value = 7776
child.id = 1113, child.coordinate: {2 14}, child.value = 2732
child.id = 1114, child.coordinate: {2 15}, child.value = 1578
child.id = 1115, child.coordinate: {2 16}, child.value = 1064
child.id = 1116, child.coordinate: {3 8}, child.value = 9477
child.id = 1117, child.coordinate: {3 9}, child.value = 9477
child.id = 1118, child.coordinate: {3 10}, child.value = 9477
child.id = 1119, child.coordinate: {3 11}, child.value = 8516
child.id = 1120, child.coordinate: {3 12}, child.value = 8516
child.id = 1121, child.coordinate: {3 13}, child.value = 8516
child.id = 1122, child.coordinate: {3 14}, child.value = 4447
child.id = 1123, child.coordinate: {3 15}, child.value = 2775
child.id = 1124, child.coordinate: {3 16}, child.value = 1652
child.id = 1125, child.coordinate: {4 8}, child.value = 8042
child.id = 1126, child.coordinate: {4 9}, child.value = 8259
child.id = 1127, child.coordinate: {4 10}, child.value = 7774
child.id = 1128, child.coordinate: {4 11}, child.value = 7613
child.id = 1129, child.coordinate: {4 13}, child.value = 7695
child.id = 1130, child.coordinate: {4 14}, child.value = 5986
child.id = 1131, child.coordinate: {4 15}, child.value = 3864
child.id = 1132, child.coordinate: {4 16}, child.value = 3098
child.id = 1133, child.coordinate: {5 8}, child.value = 21870
child.id = 1134, child.coordinate: {5 9}, child.value = 21866
child.id = 1135, child.coordinate: {5 10}, child.value = 26244
child.id = 1136, child.coordinate: {5 11}, child.value = 19737
child.id = 1137, child.coordinate: {5 12}, child.value = 19845
child.id = 1138, child.coordinate: {5 13}, child.value = 15467
child.id = 1139, child.coordinate: {5 14}, child.value = 13438
child.id = 1140, child.coordinate: {5 15}, child.value = 8985
child.id = 1141, child.coordinate: {5 16}, child.value = 7448
child.id = 1142, child.coordinate: {6 8}, child.value = 21870
child.id = 1143, child.coordinate: {6 9}, child.value = 20409
child.id = 1144, child.coordinate: {6 10}, child.value = 19818
child.id = 1145, child.coordinate: {6 11}, child.value = 26244
child.id = 1146, child.coordinate: {6 12}, child.value = 14253
child.id = 1147, child.coordinate: {6 13}, child.value = 26244
child.id = 1148, child.coordinate: {6 14}, child.value = 11386
child.id = 1149, child.coordinate: {6 15}, child.value = 8985
child.id = 1150, child.coordinate: {6 16}, child.value = 7448
child.id = 1151, child.coordinate: {7 8}, child.value = 21870
child.id = 1152, child.coordinate: {7 9}, child.value = 13687
child.id = 1153, child.coordinate: {7 10}, child.value = 26244
child.id = 1154, child.coordinate: {7 11}, child.value = 19924
child.id = 1155, child.coordinate: {7 12}, child.value = 20655
child.id = 1156, child.coordinate: {7 13}, child.value = 26244
child.id = 1157, child.coordinate: {7 14}, child.value = 13438
child.id = 1158, child.coordinate: {7 15}, child.value = 8364
child.id = 1159, child.coordinate: {7 16}, child.value = 7448
child.id = 1160, child.coordinate: {8 9}, child.value = 8973341
child.id = 1161, child.coordinate: {8 10}, child.value = 4494365
child.id = 1162, child.coordinate: {8 11}, child.value = 2261358
child.id = 1163, child.coordinate: {8 12}, child.value = 1137564
child.id = 1164, child.coordinate: {8 13}, child.value = 26244
child.id = 1165, child.coordinate: {8 14}, child.value = 13438
child.id = 1166, child.coordinate: {8 15}, child.value = 8985
child.id = 1167, child.coordinate: {8 16}, child.value = 7298
child.id = 1168, child.coordinate: {4 4}, child.value = 6692
child.id = 1169, child.coordinate: {4 5}, child.value = 14094
child.id = 1170, child.coordinate: {4 6}, child.value = 14094
child.id = 1171, child.coordinate: {4 7}, child.value = 14094
child.id = 1172, child.coordinate: {5 4}, child.value = 13766
child.id = 1173, child.coordinate: {5 5}, child.value = 20408
child.id = 1174, child.coordinate: {5 6}, child.value = 26244
child.id = 1175, child.coordinate: {5 7}, child.value = 26244
child.id = 1176, child.coordinate: {6 4}, child.value = 13766
child.id = 1177, child.coordinate: {6 5}, child.value = 26244
child.id = 1178, child.coordinate: {6 6}, child.value = 19923
child.id = 1179, child.coordinate: {6 7}, child.value = 26244
child.id = 1180, child.coordinate: {7 4}, child.value = 13766
child.id = 1181, child.coordinate: {7 5}, child.value = 26244
child.id = 1182, child.coordinate: {7 6}, child.value = 26244
child.id = 1183, child.coordinate: {7 7}, child.value = 19762
child.id = 1184, child.coordinate: {8 4}, child.value = 12092
child.id = 1185, child.coordinate: {8 5}, child.value = 21870
child.id = 1186, child.coordinate: {8 6}, child.value = 21870
child.id = 1187, child.coordinate: {8 7}, child.value = 21870
child.id = 1188, child.coordinate: {9 4}, child.value = 13766
child.id = 1189, child.coordinate: {9 5}, child.value = 21866
child.id = 1190, child.coordinate: {9 6}, child.value = 20409
child.id = 1191, child.coordinate: {9 7}, child.value = 8973502
child.id = 1192, child.coordinate: {9 8}, child.value = 8973341
child.id = 1193, child.coordinate: {9 10}, child.value = 19845
child.id = 1194, child.coordinate: {9 11}, child.value = 20088
child.id = 1195, child.coordinate: {9 12}, child.value = 20655
child.id = 1196, child.coordinate: {10 4}, child.value = 13766
child.id = 1197, child.coordinate: {10 5}, child.value = 26244
child.id = 1198, child.coordinate: {10 6}, child.value = 4500846
child.id = 1199, child.coordinate: {10 7}, child.value = 26244
child.id = 1200, child.coordinate: {10 8}, child.value = 4494447
child.id = 1201, child.coordinate: {10 9}, child.value = 19845
child.id = 1202, child.coordinate: {10 10}, child.value = 19845
child.id = 1203, child.coordinate: {10 11}, child.value = 26244
child.id = 1204, child.coordinate: {10 12}, child.value = 26244
child.id = 1205, child.coordinate: {11 4}, child.value = 13766
child.id = 1206, child.coordinate: {11 5}, child.value = 2261358
child.id = 1207, child.coordinate: {11 6}, child.value = 26244
child.id = 1208, child.coordinate: {11 7}, child.value = 20088
child.id = 1209, child.coordinate: {11 8}, child.value = 2261358
child.id = 1210, child.coordinate: {11 9}, child.value = 20088
child.id = 1211, child.coordinate: {11 10}, child.value = 26244
child.id = 1212, child.coordinate: {11 11}, child.value = 20088
child.id = 1213, child.coordinate: {11 12}, child.value = 26244
child.id = 1214, child.coordinate: {12 4}, child.value = 385556
child.id = 1215, child.coordinate: {12 5}, child.value = 26244
child.id = 1216, child.coordinate: {12 6}, child.value = 20655
child.id = 1217, child.coordinate: {12 7}, child.value = 26244
child.id = 1218, child.coordinate: {12 8}, child.value = 1141614
child.id = 1219, child.coordinate: {12 9}, child.value = 20655
child.id = 1220, child.coordinate: {12 10}, child.value = 26244
child.id = 1221, child.coordinate: {12 11}, child.value = 26244
child.id = 1222, child.coordinate: {12 12}, child.value = 20655

parent: 10
current.player: true
parent.id = 10, parent.coordinate: {5 4}, parent.value = 13766
child.id = 1223, child.coordinate: {1 0}, child.value = 107
child.id = 1224, child.coordinate: {1 1}, child.value = 487
child.id = 1225, child.coordinate: {1 2}, child.value = 733
child.id = 1226, child.coordinate: {1 3}, child.value = 1311
child.id = 1227, child.coordinate: {1 4}, child.value = 2773
child.id = 1228, child.coordinate: {1 5}, child.value = 7047
child.id = 1229, child.coordinate: {1 6}, child.value = 7047
child.id = 1230, child.coordinate: {1 7}, child.value = 7047
child.id = 1231, child.coordinate: {1 8}, child.value = 6935
child.id = 1232, child.coordinate: {2 0}, child.value = 168
child.id = 1233, child.coordinate: {2 1}, child.value = 586
child.id = 1234, child.coordinate: {2 2}, child.value = 1228
child.id = 1235, child.coordinate: {2 3}, child.value = 1824
child.id = 1236, child.coordinate: {2 4}, child.value = 3089
child.id = 1237, child.coordinate: {2 5}, child.value = 7776
child.id = 1238, child.coordinate: {2 6}, child.value = 7776
child.id = 1239, child.coordinate: {2 7}, child.value = 7413
child.id = 1240, child.coordinate: {2 8}, child.value = 7776
child.id = 1241, child.coordinate: {3 0}, child.value = 175
child.id = 1242, child.coordinate: {3 1}, child.value = 1307
child.id = 1243, child.coordinate: {3 2}, child.value = 1424
child.id = 1244, child.coordinate: {3 3}, child.value = 3021
child.id = 1245, child.coordinate: {3 4}, child.value = 3837
child.id = 1246, child.coordinate: {3 5}, child.value = 9477
child.id = 1247, child.coordinate: {3 6}, child.value = 8539
child.id = 1248, child.coordinate: {3 7}, child.value = 9477
child.id = 1249, child.coordinate: {3 8}, child.value = 9477
child.id = 1250, child.coordinate: {4 0}, child.value = 194
child.id = 1251, child.coordinate: {4 1}, child.value = 2865
child.id = 1252, child.coordinate: {4 2}, child.value = 3412
child.id = 1253, child.coordinate: {4 3}, child.value = 3770
child.id = 1254, child.coordinate: {4 4}, child.value = 4211
child.id = 1255, child.coordinate: {4 5}, child.value = 11613
child.id = 1256, child.coordinate: {4 6}, child.value = 14094
child.id = 1257, child.coordinate: {4 7}, child.value = 14094
child.id = 1258, child.coordinate: {4 8}, child.value = 12420
child.id = 1259, child.coordinate: {5 0}, child.value = 186
child.id = 1260, child.coordinate: {5 1}, child.value = 6818
child.id = 1261, child.coordinate: {5 2}, child.value = 7220
child.id = 1262, child.coordinate: {5 3}, child.value = 8270
child.id = 1263, child.coordinate: {5 5}, child.value = 14009
child.id = 1264, child.coordinate: {5 6}, child.value = 20088
child.id = 1265, child.coordinate: {5 7}, child.value = 20655
